Restaurant_Name,Category,Pricing_for_2,Locality,Dining_Rating,Dining_Review_Count,Delivery_Rating,Delivery_Rating_Count,Website,Address,Phone_No,Latitude,Longitude
Pimento,"Chinese, Fast Food, Italian, North Indian",400," Electronic City, Bangalore",4,100,3.8,2839,https://www.zomato.com/bangalore/pimento-electronic-city,"6, 467, Krishna Arcade, Gollahalli, Electronic City, Bangalore",9.19536E+11,12.832996,77.668224
Shree Cool Point,"Fast Food, Street Food, Beverages, Sandwich, Juices",150," Vijay Nagar, Bangalore",4,53,4.1,3083,https://www.zomato.com/bangalore/shree-cool-point-vijay-nagar-bangalore,"1514, 4th Cross, 7th Main, RPC layout, 2nd Stage, Vijay Nagar, Bangalore",9.19901E+11,12.96213642,77.53739811
Schezwan Restaurant,"Chinese, Fast Food, North Indian, Biryani, Rolls, Beverages",500," BTM, Bangalore",4,200,3.4,1752,https://www.zomato.com/bangalore/schezwan-restaurant-btm-bangalore,"15, 16th Main Road, Teverekere road, BTM 1st Stage, 1st Phase, BTM, Bangalore",9.17729E+11,12.918821,77.611048
Indian Spice Food,"Chinese, Biryani, Rolls, North Indian",300," Ulsoor, Bangalore",4,146,3.4,2619,https://www.zomato.com/bangalore/indian-spice-food-ulsoor-bangalore,"21, KK Street, Someshwarpura, Ulsoor, Bangalore",9.18792E+11,12.97405012,77.62257334
Biting Junction,"Chinese, North Indian, Fast Food",350," Whitefield, Bangalore",4,127,3.6,1461,https://www.zomato.com/bangalore/biting-junction-whitefield-bangalore,"Apple City, SH 35, Seegehalli, Opposite HDFC Bank, Whitefield, Bangalore",9.17829E+11,13.00829784,77.75884464
Ghar Ka Khana,"North Indian, Biryani",500," Yelahanka, Bangalore",4,147,3.7,1190,https://www.zomato.com/bangalore/ghar-ka-khana-yelahanka-bangalore,"D6-23, KHB SFS 407, Upanagara, Yelahanka, Bangalore",9.19846E+11,13.102706,77.573684
Dheekshi Snackies,"Fast Food, Chinese, North Indian, Biryani",400," BTM, Bangalore",4,152,3.8,642,https://www.zomato.com/bangalore/dheekshi-snackies-btm-bangalore,"15, 16th Main Road, Teverekere road, BTM 1st Stage, 1st Phase, BTM, Bangalore",9.17729E+11,12.918821,77.611048
Delightz,"Desserts, Fast Food",300," Koramangala 6th Block, Bangalore",4,41,3.9,43,https://www.zomato.com/bangalore/delightz-koramangala-6th-block,"110, Near Allen Solly Showroom, 1st Cross, Koramangala 6th Block, Bangalore",9.19886E+11,12.93774103,77.61929702
Delhi Eatz,"North Indian, Chinese, Beverages",400," Bannerghatta Road, Bangalore",4,69,3.6,768,https://www.zomato.com/bangalore/delhi-eatz-bannerghatta-road-bangalore,"135 & 136, 2, 1st Cross, Pai Layout, Hulimavu Village, BTM Layout, Bannerghatta Road, Bangalore",9.19711E+11,12.88135107,77.59667728
The Juice Shop - Juicery And Kitchen,"Beverages, Fast Food, Bakery",300," Kalyan Nagar, Bangalore",4,41,3.9,48,https://www.zomato.com/bangalore/the-juice-shop-juicery-and-kitchen-kalyan-nagar-bangalore,"403, 5th Main, 2nd Block, HRBR Layout, Kalyan Nagar, Bangalore",9.18296E+11,13.022277,77.639483
ChatBox,Street Food,200," Marathahalli, Bangalore",4,54,3.9,221,https://www.zomato.com/bangalore/chatbox-marathahalli-bangalore,"39/4, C 14, Ferns City Road, Doddanekundi, Marathahalli, Bangalore",9.19349E+11,12.97900081,77.69570746
Boxoo Cafe,"North Indian, Street Food, Momos, Chinese, Beverages",500," Electronic City, Bangalore",4,51,3.9,48,https://www.zomato.com/bangalore/boxoo-cafe-electronic-city-bangalore,"Neotown Road, Phase 1, Electronic City, Bangalore",9.199E+11,12.819925,77.662066
Tangerine - Davanam Sarovar Portico Suites,"Continental, North Indian, Asian",2200," Davanam Sarovar Portico Suites, Hosur Road, Bangalore",4,233,4,252,https://www.zomato.com/bangalore/tangerine-davanam-sarovar-portico-suites-koramangala-2nd-block-bangalore,"Davanam Plaza, Hosur Road, Sidharata Colony, Santhosapuram, Near Total Mall Madivala, Koramangala 2nd Block, Bangalore",9.199E+11,12.92188818,77.62110718
Coastal Delight,"Seafood, South Indian, North Indian, Mangalorean, Chinese",650," Indiranagar, Bangalore",4,177,3.8,2833,https://www.zomato.com/bangalore/coastal-delight-indiranagar,"241, 13th Cross, 2nd Stage, CMH Road, Indiranagar, Bangalore",9.18025E+11,12.9784013,77.63615705
Zatar House,"North Indian, Chinese, Arabian, Seafood, Biryani",400," Electronic City, Bangalore",4,241,3.8,6553,https://www.zomato.com/bangalore/zatar-house-1-electronic-city-bangalore,"V-8, 3rd Cross, Keonics Road, Electronic City, Bangalore",9.17339E+11,12.83984209,77.66393602
Chowmein,"North Indian, Chinese, Thai, Momos",600," Seshadripuram, Bangalore",4,261,3.8,640,https://www.zomato.com/bangalore/chowmein-seshadripuram,"53, Railway Parallel Road, Empire Towers,Kumarapark West, Seshadripuram, Bangalore",9.18044E+11,12.9888382,77.5784805
Chowmein,"North Indian, Chinese, Thai, Momos",600," Seshadripuram, Bangalore",4,261,3.8,640,https://www.zomato.com/bangalore/chowmein-seshadripuram,"53, Railway Parallel Road, Empire Towers,Kumarapark West, Seshadripuram, Bangalore",9.18044E+11,12.9888382,77.5784805
Ice Cream Lab,"Desserts, Ice Cream, Beverages",300," Koramangala 5th Block, Bangalore",4,99,4.3,170,https://www.zomato.com/bangalore/ice-cream-lab-1-koramangala-5th-block-bangalore,"49/7, 1st Floor, Near Jyothi Nivas College, Industrial Layout, Koramangala 5th Block, Bangalore",9.18828E+11,12.93432043,77.61626948
Dessert Rose,Desserts,500," Banashankari, Bangalore",4,66,3.9,91,https://www.zomato.com/bangalore/dessert-rose-banashankari-bangalore,"1053, 30th Main, 14th C Cross, 2nd Stage, Banashankari, Bangalore",9.19243E+11,12.92882509,77.56263368
Shubha Sagar,"South Indian, North Indian, Street Food, Juices, Chinese",300," Yelahanka, Bangalore",4,232,3.8,16200,https://www.zomato.com/bangalore/shubha-sagar-yelahanka-bangalore,"1207/1, Dr. Shivaram Karanth Nagar, Jakkur Main Road, Bangalore, B.B.M.P North, Yelahanka, Bangalore",9.16361E+11,13.07108736,77.61847828
Shree Khana Khazana,"North Indian, Chinese",400," HSR, Bangalore",4,294,4,4695,https://www.zomato.com/bangalore/shree-khana-khazana-hsr,"251/A, 19th Main Road, 17th Cross, Sector 4, HSR, Bangalore",9.18051E+11,12.91289456,77.64471766
Suvai Factory,"Tamil, Biryani, South Indian, Chettinad, North Indian, Chinese",600," Whitefield, Bangalore",4,169,3.9,4829,https://www.zomato.com/bangalore/suvai-factory-whitefield-bangalore,"Shop 6, Flavours Food Court, Fourth Floor, Park Square Mall, 40, ITPB Main Road, Whitefield, Bangalore",9.18297E+11,12.986699,77.736763
Sanjha Chulha,"North Indian, Mughlai, Chinese",800," Marathahalli, Bangalore",4,177,3.8,2499,https://www.zomato.com/bangalore/sanjha-chulha-marathahalli,"Shop 5, Sowbhagya Enclave, Spice Garden, Varthur Main Road, Marathahalli, Bangalore",9.18862E+11,12.9564829,77.70987891
Punjab Bistro Express,North Indian,500," Nagawara, Bangalore",4,180,3.8,368,https://www.zomato.com/bangalore/punjab-bistro-express-nagawara-bangalore,"G9, Outer Ring Road, Beside HDFC Bank, Nagawara, Bangalore",9.18047E+11,13.04521394,77.62097206
The Good Grain,"Healthy Food, North Indian, South Indian",550," Residency Road, Bangalore",4,60,3.5,371,https://www.zomato.com/bangalore/the-good-grain-residency-road-bangalore,"2A-3A-4A, Cears Plaaza, Residency Road, Bangalore",9.18044E+11,12.96558604,77.59802978
Red Dragon Restaurant,Chinese,600," RT Nagar, Bangalore",4,152,4.1,1483,https://www.zomato.com/bangalore/red-dragon-restaurant-rt-nagar,"199, 9th Main, 9th Cross, HMT Layout, RT Nagar, Bangalore",9.19742E+11,13.0246296,77.59498347
Aroma Spice,"Andhra, Chinese, North Indian, Seafood",800," Kalyan Nagar, Bangalore",4,214,3.9,195,https://www.zomato.com/bangalore/aroma-spice-kalyan-nagar-bangalore,"227, 7th Main, HRBR 2nd Block, 80 Feet Road, Kalyan Nagar, Bangalore",9.17353E+11,13.01848033,77.64307044
The Biryanis,"Andhra, Biryani, North Indian, Seafood, Chinese, Kebab, Desserts, Beverages",700," Jeevan Bhima Nagar, Bangalore",4,428,4.1,9794,https://www.zomato.com/bangalore/the-biryanis-jeevan-bhima-nagar,"39, First Floor, Opposite IBP Petrol Pump, Jeevan Bhima Nagar, Bangalore",9.1726E+11,12.96783817,77.65439339
Kuttanad Restaurant,"Kerala, North Indian, Chinese, Seafood, Beverages, South Indian",500," Nagawara, Bangalore",4,254,4,9678,https://www.zomato.com/bangalore/kuttanad-restaurant-nagawara,"Ring Road, Chanakya Layout, Hebbala Circle, Nagawara, Bangalore",9.17349E+11,13.04102528,77.62106828
Baskin Robbins,"Ice Cream, Desserts, Beverages",400," Ascendas Park Square, Whitefield, Bangalore",4,165,4.4,710,https://www.zomato.com/bangalore/baskin-robbins-1-whitefield-bangalore,"4th Floor, Park Square Mall, ITPB Main Road, Whitefield, Bangalore",9.18827E+11,12.98683684,77.7365109
Indraprastha Restaurant,"North Indian, South Indian, Chinese, Street Food, Beverages, Biryani, Desserts, Ice Cream",600," Vijay Nagar, Bangalore",4,659,4.1,5699,https://www.zomato.com/bangalore/indraprastha-restaurant-vijay-nagar,"48, 17th Cross, MC Layout, Near Vijay Nagar Hospital, Vijay Nagar, Bangalore",9.18041E+11,12.97180523,77.53748763
Petoo,"North Indian, Fast Food, Street Food",600," Gopalan Signature Mall, Old Madras Road, Bangalore",4,240,3.4,119,https://www.zomato.com/bangalore/petoo-old-madras-road,"Food Court, Gopalan Signature Mall, Swamy Vivekananda Road Rahat Bagh, Old Madras Road, Bangalore",9.19845E+11,12.99277455,77.6614875
Green Pepper,"Kerala, Biryani, North Indian, South Indian, Seafood, Chinese",600," Jeevan Bhima Nagar, Bangalore",4,335,4,8805,https://www.zomato.com/bangalore/green-pepper-jeevan-bhima-nagar,"1650, 10th Main, 80 Feet Road, Jeevan Bhima Nagar Main Road, Near BSNL Office, Jeevan Bhima Nagar, Bangalore",9.19539E+11,12.9686161,77.64886469
Maa Da Dhaba,North Indian,600," Yelahanka, Bangalore",4,557,4.1,16200,https://www.zomato.com/maa-da-dhaba,"791, MIG, 2nd Stage, MD Road, Yelahanka, Bangalore",9.18041E+11,13.0995963,77.57804465
Brilram's Balaji Bhavan,"North Indian, Chinese",800," Whitefield, Bangalore",4,249,3.9,8209,https://www.zomato.com/bangalore/brilrams-balaji-bhavan-whitefield-bangalore,"84, Block A, Green Field Hub, Seegehalli Village, Bidarahalli Hobli, Whitefield, Bangalore",9.1998E+11,13.0128637,77.7611215
Happy Chopsticks,"Chinese, Fast Food, Beverages",300," Rajarajeshwari Nagar, Bangalore",4,218,4.1,3387,https://www.zomato.com/bangalore/happy-chopsticks-rajarajeshwari-nagar,"886, Near Channasandra Bus Stop, Dwaraka Nagar, Rajarajeshwari Nagar, Bangalore",9.19845E+11,12.90330843,77.52142455
Brahmins' Thatte Idli,South Indian,200," Yelahanka, Bangalore",4,181,4.2,8297,https://www.zomato.com/bangalore/brahmins-thatte-idli-yelahanka-bangalore,"26, Seshadripuram College, Opposite Axis Bank, Yelahanka New Town, Yelahanka, Bangalore",9.1735E+11,13.09934518,77.58806035
New Agarwal Bhavan,"North Indian, Chinese, South Indian, Fast Food, Street Food, Mithai",400," Yeshwantpur, Bangalore",4,261,4.1,13800,https://www.zomato.com/bangalore/new-agarwal-bhavan-yeshwantpur,"333, MSR Road, Gokul Extension, Mathikere, Yeshwantpur, Bangalore",9.18023E+11,13.0304315,77.56027836
Kannur Food Point,"Kerala, Chinese, South Indian, Beverages",400," BTM, Bangalore",4,521,3.8,32400,https://www.zomato.com/bangalore/kannur-food-point-btm,"6/21, 9th Cross, 1st Main, Venkateshwara Layout, SG Palya, BTM, Bangalore",9.18095E+11,12.9312197,77.60808036
Namma Banashankari Donne Biryani,"Biryani, South Indian",500," JP Nagar, Bangalore",4,220,3.8,23300,https://www.zomato.com/bangalore/namma-banashankari-donne-biryani-jp-nagar,"40, 13th Cross, Metro Pillar 58, 1st Phase, JP Nagar, Bangalore",9.18123E+11,12.90933015,77.57346008
Aqni,"North Indian, Mughlai, Biryani, Rolls",500," HBR Layout, Bangalore",4,359,3.9,2132,https://www.zomato.com/bangalore/aqni-hbr-layout-bangalore,"3157, 2nd Block, Near Petrol Pump, HBR Layout, Bangalore",9.19901E+11,13.02416608,77.63045333
Santosh Punjabi Dhaba,North Indian,300," Yelahanka, Bangalore",4,298,3.9,12100,https://www.zomato.com/bangalore/santosh-punjabi-dhaba-4-yelahanka,"61, 707 CHS, 4th Phase, New Town, Yelahanka, Bangalore",9.19242E+11,13.10265,77.575779
Cremee Fresh Cakes n' Snacks,Bakery,350," Kaggadasapura, Bangalore",4,174,3.9,31,https://www.zomato.com/bangalore/cremee-fresh-cakes-n-snacks-kaggadasapura-bangalore,"4, 12th Main, Maleshpalya, Kaggadasapura, Bangalore",9.19881E+11,12.97295235,77.67655313
Kathi Junction,"Rolls, North Indian, Chinese, Biryani",400," Jalahalli, Bangalore",4,78,3.9,1407,https://www.zomato.com/bangalore/kathi-junction-jalahalli-bangalore,"Shop 1 & 2, Ground Floor, Ward 11, Singapura Village, Opposite Shriram Sameeksha Apartment, Jalahalli, Bangalore",9.18197E+11,13.07132512,77.5351702
Kabab Mehal,"South Indian, North Indian, Chinese, Mughlai, Seafood, Street Food, Beverages, Desserts",500," Kanakapura Road, Bangalore",4,338,4,10100,https://www.zomato.com/bangalore/kabab-mehal-kanakapura-road-bangalore,"23, Raghuvanahalli, Kanakapura Road, Bangalore",9.19732E+11,12.88368665,77.54840825
Plantain Leaf,"Andhra, Chinese, North Indian, Biryani",800," Thippasandra, Bangalore",4,384,3.9,6185,https://www.zomato.com/bangalore/plantain-leaf-thippasandra-bangalore,"59/2, Subramanya Complex, New Thippasandra Main Road, Thippasandra, Bangalore",9.19945E+11,12.97183039,77.65478399
Manjushree Veg,"North Indian, Chinese",250," Bannerghatta Road, Bangalore",4,132,4.2,8898,https://www.zomato.com/bangalore/manjushree-veg-1-bannerghatta-road-bangalore,"86, 1st Cross Road, Opposite Ganesh Temple, Arekere MICO Layout, Bannerghatta Road, Bangalore",9.19481E+11,12.89006247,77.5939307
Bhagini Kitchen And Bar,"Andhra, South Indian, Chinese, North Indian",1100," Varthur Main Road, Whitefield, Bangalore",4,301,3.1,17,https://www.zomato.com/bangalore/bhagini-kitchen-and-bar-varthur-main-road-whitefield-bangalore,"Survey 43, 2400, Bhagini Residency, Kundanahali Gate, Varthur Main Road, Whitefield, Bangalore",9.18046E+11,12.95577485,77.71425527
Dr. Bubbles,"Beverages, Desserts",400," Jayanagar, Bangalore",4,148,4.1,4362,https://www.zomato.com/bangalore/dr-bubbles-jayanagar-bangalore,"12 & 12/1, Ground Floor, 10th B Main, 31st Cross Road, 4th Block, Jayanagar, Bangalore",+918197222666‬,12.92719284,77.58578885
Mumbai Xpress,"Fast Food, North Indian, Street Food, Beverages, Chinese",350," Koramangala 5th Block, Bangalore",4,106,3.8,2379,https://www.zomato.com/bangalore/mumbai-xpress-koramangala-5th-block-bangalore,"59, Jyoti Nivas College Road, Industrial Layout, Koramangala 5th Block, Bangalore",9.18042E+11,12.93343096,77.6154903
Tasty Bites,"North Indian, Chinese",200," JP Nagar, Bangalore",4,209,4.1,321,https://www.zomato.com/bangalore/tasty-bites-jp-nagar-bangalore,"8, 23rd Main 2nd Phase, Marenahalli, JP Nagar, Bangalore",9.19845E+11,12.91492233,77.58652613
Samskruthi Grand,"South Indian, North Indian, Chinese, Street Food",350," Jalahalli, Bangalore",4,193,3.9,22800,https://www.zomato.com/bangalore/samskruthi-grand-jalahalli,"6, Vijayshree Arcade, Abbigere Main Road, Kammagondahalli, Jalahalli, Bangalore",9.17676E+11,13.06594614,77.530417
Samskruthi Grand,"South Indian, North Indian, Chinese, Street Food",350," Jalahalli, Bangalore",4,193,3.9,22800,https://www.zomato.com/bangalore/samskruthi-grand-jalahalli,"6, Vijayshree Arcade, Abbigere Main Road, Kammagondahalli, Jalahalli, Bangalore",9.17676E+11,13.06594614,77.530417
Priyadarshini Veg,"North Indian, South Indian, Chinese, Beverages",400," Yeshwantpur, Bangalore",4,236,4.2,3406,https://www.zomato.com/bangalore/priyadarshini-veg-yeshwantpur-bangalore,"25, LCR Complex, 1st Main Stage, 5th Cross, 4th Phase, Gokul Extension, Yeshwantpur, Bangalore",9.19449E+11,13.02311786,77.55687363
Recipe,"North Indian, Chinese, Mughlai, Beverages, Biryani",600," Kumaraswamy Layout, Bangalore",4,435,3.9,38700,https://www.zomato.com/bangalore/recipe-kumaraswamy-layout,"1621, 1st Floor, 50 Feet Main Road, Kumaraswamy Layout, Bangalore",9.18044E+11,12.90954061,77.56488204
Biryani Day,"North Indian, Chinese, Biryani",500," Marathahalli, Bangalore",4,438,4,3300,https://www.zomato.com/bangalore/biryani-day-marathahalli,"389/2, 7th Cross, Jayammamuni Reddy Building, Tulsi Theatre Road, Marathahalli, Bangalore",9.19986E+11,12.9540833,77.69798364
Krishna Kuteera,"South Indian, North Indian, Chinese, Ice Cream, Street Food, Beverages",500," Bannerghatta Road, Bangalore",4,225,3.9,17100,https://www.zomato.com/bangalore/krishna-kuteera-4-bannerghatta-road-bangalore,"S.O.S Post, Near Aikya Apartment, Chikkammanahalli Road, Bannerghatta Road, Bangalore",9.19035E+11,12.86942739,77.59699278
Shiva's Kabab Corner,"North Indian, Kebab",400," Sahakara Nagar, Bangalore",4,216,4.1,765,https://www.zomato.com/bangalore/shivas-kabab-corner-sahakara-nagar,"39, Behind Big Market, Sahakarnagar Main Road, Sahakara Nagar, Bangalore",9.18066E+11,13.06301885,77.59212557
Orbis Restaurant,"Mughlai, Biryani, North Indian, Arabian, Chinese",750," Whitefield, Bangalore",4,842,3.5,33100,https://www.zomato.com/bangalore/orbis-restaurant-1-whitefield,"147/1, Varthur Kodi, Ozean Road, Opposite Columbia Asia Hospital, Whitefield, Bangalore",9.18041E+11,12.95823683,77.74672743
Savi Sagar,"South Indian, North Indian, Chinese, Street Food, Beverages, Juices, Ice Cream",400," Jalahalli, Bangalore",4,560,3.8,51400,https://www.zomato.com/bangalore/savi-sagar-jalahalli,"9, Jalahalli Cross Circle, Jalahalli, Bangalore",9.19353E+11,13.04012773,77.51890525
Delhi Mess,"North Indian, Chinese",300," New BEL Road, Bangalore",4,420,4,22900,https://www.zomato.com/bangalore/delhi-mess-new-bel-road,"4, 5th Main Road, MSR Nagar, Mathikere, New BEL Road, Bangalore",9.19846E+11,13.0300179,77.5629781
Cafe OTW - On The Way,"American, Continental, Cafe, Italian, Sandwich",500," Koramangala 3rd Block, Bangalore",4,293,4,140,https://www.zomato.com/bangalore/cafe-otw-on-the-way-koramangala-3rd-block-bangalore,"11, 7th Cross, Near Raheja Residency, Koramangala 3rd Block, Bangalore",9.18044E+11,12.92962471,77.63082683
Dilli Da Dhaba,"North Indian, Chinese, Mughlai",600," Rajarajeshwari Nagar, Bangalore",4,348,3.9,20600,https://www.zomato.com/bangalore/dilli-da-dhaba-2-rajarajeshwari-nagar,"Mylasandra, Global Village Tech Park, Rajarajeshwari Nagar, Bangalore",9.19109E+11,12.91664093,77.49985892
Raja Gobi Centre,Fast Food,150," JP Nagar, Bangalore",3.9,103,,0,https://www.zomato.com/bangalore/raja-gobi-centre-jp-nagar-bangalore,"17th C Cross Rd, 5th Phase, JP Nagar, Bangalore",9.19902E+11,12.90559412,77.59154353
Gawky Goose,"Italian, South Indian, North Indian, Chinese, Beverages, Desserts",2000," Old Airport Road, Bangalore",3.9,77,3.9,68,https://www.zomato.com/bangalore/gawky-goose-airport-road-bangalore,"77 NAL, Murgeshpalya, Mahadevapura, Wind Tunnel Road, Near Old Airport Road, Bangalore",080 37971798,12.95394019,77.65283737
Geist Brewing Factory - Restaurant & Beer Garden,"American, Pizza, Italian, Pasta, Bakery",1200," Old Madras Road, Bangalore",3.9,97,3.9,49,https://www.zomato.com/bangalore/geist-brewing-factory-restaurant-beer-garden-old-madras-road-bangalore,"Shop 23/3, Old Madras Road, Bangalore",9.18862E+11,13.0530116,77.7594117
Morsel Treats,Italian,1050," Indiranagar, Bangalore",3.9,57,,2,https://www.zomato.com/bangalore/morsel-treats-indiranagar-bangalore,"949, 3rd Floor, 12th Main Road, HAL 2nd Stage, Indiranagar, Bangalore",9.19686E+11,12.97027392,77.63906062
Drunken Daddy,"North Indian, Continental, Fast Food, Oriental, South Indian, Beverages",600," Koramangala 5th Block, Bangalore",3.9,68,,0,https://www.zomato.com/bangalore/drunken-daddy-koramangala-5th-block-bangalore,"46, Ground Floor, 4th B Cross, Koramangala Industrial Layout, Koramangala 5th Block, Bangalore",9.19108E+11,12.93446308,77.61613819
"Delistic - Chocolaterie, Patisserie & Cafe","Cafe, Desserts, Fast Food, Beverages",1400," St. Marks Road, Bangalore",3.9,10,,1,https://www.zomato.com/bangalore/delistic-chocolaterie-patisserie-cafe-st-marks-road-bangalore,"No. 2 & 3, Ground floor, Manandi Plaza, St. Marks Road, Bangalore",9.18972E+11,12.9268747,77.5984674
Rumi,"Awadhi, Mughlai, North Indian, Kebab",900," Indiranagar, Bangalore",3.9,34,4,90,https://www.zomato.com/bangalore/rumi-indiranagar-bangalore,"598/1, 3rd Floor, 12th Main Road, HAL 2nd Stage, Indiranagar, Bangalore",9.17022E+11,12.9704766,77.6434171
Hopshaus,"Continental, North Indian, Chinese, Beverages, Desserts",1500," Whitefield, Bangalore",3.9,81,4.2,114,https://www.zomato.com/bangalore/hopshaus-whitefield-bangalore,"101, Old House 48, Khata 70, BBMP Katha 70/48 - 45, Whitefield Main Road, Whitefield, Bangalore",9.16366E+11,12.96697986,77.74982337
Wabi Sabi - The Oberoi,Asian,4500," The Oberoi, MG Road, Bangalore",3.9,31,,0,https://www.zomato.com/bangalore/wabi-sabi-the-oberoi-mg-road-bangalore,"The Oberoi, 39, MG Road, Bangalore",9.18026E+11,12.97331,77.618159
Lifetree,"North Indian, Continental, Beverages, Desserts",900," Richmond Road, Bangalore",3.9,92,,23,https://www.zomato.com/bangalore/lifetree-richmond-road-bangalore,"1, Melange Astris, Langford Garden, Richmond Road, Bangalore",9.17091E+11,12.96493781,77.59858366
Lapis - The Oberoi,"North Indian, South Indian, Mediterranean, European, American, Italian",3300," The Oberoi, MG Road, Bangalore",3.9,41,,0,https://www.zomato.com/bangalore/lapis-the-oberoi-mg-road-bangalore,"The Oberoi, 37-39, Trinity Circle, MG Road, Bangalore",9.18026E+11,12.973313,77.618159
Rayan Kitchen,"North Indian, Continental, Italian, Pizza, Burger, Sandwich, Beverages",500," Bommanahalli, Bangalore",3.9,94,4.2,124,https://www.zomato.com/bangalore/rayan-kitchen-bommanahalli-bangalore,"15, Flat 02, BMC Arcade, Viswapriya Layout, Opposite Janajeeva Green Wood Apartment, Begur Village, Bommanahalli, Bangalore",9.18218E+11,12.8818451,77.6256849
Lemon Leaf,"North Indian, Chinese, Mughlai, South Indian",700," Whitefield, Bangalore",3.9,63,4.1,1377,https://www.zomato.com/bangalore/lemon-leaf-whitefield-bangalore,"1st Floor, S B R Horizon Mall, Hoskote Road, Whitefield, Bangalore",9.19607E+11,13.0186564,77.76237711
The Tao Terraces,"Japanese, Sushi, Thai, Korean, Chinese",2100," 1 MG Road Mall, MG Road, Bangalore",3.9,2160,3.3,51,https://www.zomato.com/bangalore/the-tao-terraces-mg-road,"5th Floor, 1 MG Mall, Opposite Vivanta by Taj, MG Road, Bangalore",9.19887E+11,12.9737466,77.62013555
Kitchen 6,"North Indian, Mughlai, Chinese, South Indian, Lebanese, Biryani, Desserts, Beverages",700," Yelahanka, Bangalore",3.9,348,3.3,7068,https://www.zomato.com/bangalore/kitchen-6-2-yelahanka,"166, CHS 707, 4th Phase, Akashwani Main Road, Yelahanka Newtown, Yelahanka, Bangalore",9.18049E+11,13.10350476,77.57690672
Uncle Peter's Pancakes & Cafe,"Desserts, Tea, Beverages",300," Domlur, Bangalore",3.9,36,3.9,25,https://www.zomato.com/bangalore/uncle-peters-pancakes-cafe-domlur-bangalore,"2595, Ground Floor, 2nd Cross, 18th Main, 2nd Stage, Kodihalli, Domlur, Bangalore",9.18618E+11,12.9617414,77.64342215
Smoky - The Sheesha Lounge,Cafe,500," Koramangala 5th Block, Bangalore",3.9,118,,0,https://www.zomato.com/bangalore/smoky-the-sheesha-lounge-koramangala-5th-block-bangalore,"28, Second Floor, Fourth B Cross, Koramangala 5th Block, Bangalore",9.19009E+11,12.9332032,77.61393361
Grand Desi Paratha,"North Indian, Fast Food, Chinese, Desserts, Beverages",400," Rajarajeshwari Nagar, Bangalore",3.9,69,3.6,200,https://www.zomato.com/bangalore/grand-desi-paratha-1-rajarajeshwari-nagar-bangalore,"1222, 5th Stage, BEML Layout, Kempegowda Road, Sachidananda Nagar, Rajarajeshwari Nagar, Bangalore",9.17023E+11,12.9145952,77.51863103
Namma  Adda - A Multicuisine Restaurant,"North Indian, Chinese, Continental, South Indian, Beverages",700," HSR, Bangalore",3.9,29,3.9,69,https://www.zomato.com/bangalore/namma-adda-a-multicuisine-restaurant-hsr-bangalore,"1212, SBM Fortune Building, HSR Club Road, Sector 3, HSR, Bangalore",9.19108E+11,12.90931479,77.63863642
Hosatodaku,"Andhra, Mangalorean, Biryani",600," Jayanagar, Bangalore",3.9,29,,8,https://www.zomato.com/bangalore/hosatodaku-jayanagar-bangalore,"382, 71-4, 11th Main Road, 3rd Block, Jayanagar, Bangalore",9.18971E+11,12.93104618,77.58611843
Khamma Ghani Sa,"Rajasthani, North Indian",650," Koramangala 5th Block, Bangalore",3.9,71,3.7,174,https://www.zomato.com/bangalore/khamma-ghani-sa-koramangala-5th-block-bangalore,"11, Ground Floor, 4th C Cross, Industrial layout, Koramangala 5th Block, Bangalore",9.199E+11,12.9351691,77.6153586
Ozaa - Mediterranean Grills,Mediterranean,2500," UB City, Bangalore",3.9,102,,4,https://www.zomato.com/bangalore/ozaa-mediterranean-grills-lavelle-road-bangalore,"24, UB City, Ashok Nagar, Vittal Mallya Road, Lavelle Road, Bangalore",9.19611E+11,12.97234694,77.59623539
Tim Tim Kitchen,"North Indian, Chinese, Biryani, Desserts",450," Rajarajeshwari Nagar, Bangalore",3.9,216,3.9,5476,https://www.zomato.com/bangalore/tim-tim-kitchen-rajarajeshwari-nagar-bangalore,"11/2, Mylasandra Village, Global Village Back Gate, Rajarajeshwari Nagar, Bangalore",9.19353E+11,12.91720759,77.49987736
Chin Lung Resto Bar,"North Indian, Chinese, Fast Food, Continental, Beverages",1000," Residency Road, Bangalore",3.9,708,,1,https://www.zomato.com/bangalore/chin-lung-resto-bar-residency-road-bangalore,"30, Near Syndicate Bank, Residency Road, Bangalore",9.18042E+11,12.97185261,77.60670405
Have More,"North Indian, Chinese, Beverages",700," Kammanahalli, Bangalore",3.9,218,3.9,1463,https://www.zomato.com/bangalore/have-more-kammanahalli,"306, Ground Floor, HRBR Layout, Hennur Main Road, Kammanhalli, Bangalore",9.18722E+11,13.02402399,77.63133947
Have More,"North Indian, Chinese, Beverages",700," Kammanahalli, Bangalore",3.9,218,3.9,1463,https://www.zomato.com/bangalore/have-more-kammanahalli,"306, Ground Floor, HRBR Layout, Hennur Main Road, Kammanhalli, Bangalore",9.18722E+11,13.02402399,77.63133947
Chaiffee Cafe ,"Tea, Fast Food, Beverages, Street Food, Desserts",200," JP Nagar, Bangalore",3.9,46,4,189,https://www.zomato.com/bangalore/chaiffee-cafe-jp-nagar-bangalore,"5, Gangadhar Nagar, 1st Phase, Outer Ring Road, JP Nagar, Bangalore",9.1956E+11,12.90650526,77.5745846
